Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
3125,Alappuzha,Cherthala,Beetroot,Other,FAQ,4000,4200,4100,07-Dec-23
3126,Alappuzha,Cherthala,Beetroot,Other,FAQ,4000,4200,4100,07-Feb-24
3127,Alappuzha,Cherthala,Beetroot,Other,FAQ,4000,4200,4100,07-Jun-24
3128,Alappuzha,Cherthala,Beetroot,Other,FAQ,4000,4200,4100,08-Jun-24
3129,Alappuzha,Cherthala,Beetroot,Other,FAQ,4000,4200,4100,13-Dec-23
3130,Alappuzha,Cherthala,Beetroot,Other,FAQ,4000,4200,4100,13-Jun-24
3131,Alappuzha,Cherthala,Beetroot,Other,FAQ,4000,4200,4100,13-Mar-24
3132,Alappuzha,Cherthala,Beetroot,Other,FAQ,4000,4200,4100,14-Dec-23
3133,Alappuzha,Cherthala,Beetroot,Other,FAQ,4000,4200,4100,14-Mar-24
3134,Alappuzha,Cherthala,Beetroot,Other,FAQ,4000,4200,4100,16-Dec-23
3135,Alappuzha,Cherthala,Beetroot,Other,FAQ,4000,4200,4100,18-Dec-23
3136,Alappuzha,Cherthala,Beetroot,Other,FAQ,4000,4200,4100,19-Dec-23
3137,Alappuzha,Cherthala,Beetroot,Other,FAQ,4000,4200,4100,19-Jun-24
3138,Alappuzha,Cherthala,Beetroot,Other,FAQ,4000,4200,4100,20-Dec-23
3139,Alappuzha,Cherthala,Beetroot,Other,FAQ,4000,4200,4100,23-May-24
3140,Alappuzha,Cherthala,Beetroot,Other,FAQ,4000,4200,4100,29-May-24
3141,Alappuzha,Cherthala,Beetroot,Other,FAQ,4000,4200,4100,29-Nov-23
3142,Alappuzha,Cherthala,Beetroot,Other,FAQ,4000,4200,4100,30-Jan-24
3143,Alappuzha,Cherthala,Beetroot,Other,FAQ,4000,4200,4100,30-Nov-23
3144,Alappuzha,Cherthala,Beetroot,Other,FAQ,4000,4300,4200,04-Dec-23
3145,Alappuzha,Cherthala,Beetroot,Other,FAQ,4100,4300,4200,01-Dec-23
3146,Alappuzha,Cherthala,Beetroot,Other,FAQ,4100,4300,4200,02-Dec-23
3147,Alappuzha,Cherthala,Beetroot,Other,FAQ,4100,4300,4200,11-Dec-23
3148,Alappuzha,Cherthala,Beetroot,Other,FAQ,4200,4400,4300,04-Apr-24
3149,Alappuzha,Cherthala,Beetroot,Other,FAQ,4200,4400,4300,12-Jun-24
3150,Alappuzha,Cherthala,Beetroot,Other,FAQ,4200,4400,4300,14-Jun-24
3151,Alappuzha,Cherthala,Beetroot,Other,FAQ,4200,4400,4300,18-Mar-24
3152,Alappuzha,Cherthala,Beetroot,Other,FAQ,4200,4400,4300,22-Dec-23
3153,Alappuzha,Cherthala,Beetroot,Other,FAQ,4200,4400,4300,23-Dec-23
3154,Alappuzha,Cherthala,Beetroot,Other,FAQ,4200,4400,4300,25-Dec-23
3155,Alappuzha,Cherthala,Beetroot,Other,FAQ,4200,4400,4300,26-Dec-23
3156,Alappuzha,Cherthala,Beetroot,Other,FAQ,4200,4400,4300,29-Jan-24
3157,Alappuzha,Cherthala,Beetroot,Other,FAQ,4300,4450,4400,16-Nov-23
3158,Alappuzha,Cherthala,Beetroot,Other,FAQ,4300,4500,4400,08-Mar-24
3159,Alappuzha,Cherthala,Beetroot,Other,FAQ,4400,4600,4500,11-Jun-24
3160,Alappuzha,Cherthala,Beetroot,Other,FAQ,4400,4600,4500,17-May-24
3161,Alappuzha,Cherthala,Beetroot,Other,FAQ,4400,4600,4500,21-May-24
3162,Alappuzha,Cherthala,Beetroot,Other,FAQ,4400,4600,4500,22-May-24
3163,Alappuzha,Cherthala,Beetroot,Other,FAQ,4500,4650,4600,09-Nov-23
3164,Alappuzha,Cherthala,Beetroot,Other,FAQ,4500,4700,4600,06-Mar-24
3165,Alappuzha,Cherthala,Beetroot,Other,FAQ,4500,4700,4600,08-Apr-24
3166,Alappuzha,Cherthala,Beetroot,Other,FAQ,4500,4700,4600,10-May-24
3167,Alappuzha,Cherthala,Beetroot,Other,FAQ,4500,4700,4600,12-Dec-23
3168,Alappuzha,Cherthala,Beetroot,Other,FAQ,4500,4700,4600,16-May-24
3169,Alappuzha,Cherthala,Beetroot,Other,FAQ,4500,4700,4600,20-Mar-24
3170,Alappuzha,Cherthala,Beetroot,Other,FAQ,4500,4700,4600,29-Feb-24
3171,Alappuzha,Cherthala,Beetroot,Other,FAQ,4500,4700,4600,29-Mar-24
3172,Alappuzha,Cherthala,Beetroot,Other,FAQ,4500,4700,4600,30-Apr-24
3173,Alappuzha,Cherthala,Beetroot,Other,FAQ,4600,4700,4650,11-Nov-23
3174,Alappuzha,Cherthala,Beetroot,Other,FAQ,4600,4800,4700,08-Dec-23
3175,Alappuzha,Cherthala,Beetroot,Other,FAQ,4600,4800,4700,09-Dec-23
3176,Alappuzha,Cherthala,Beetroot,Other,FAQ,4600,4800,4700,10-Jun-24
3177,Alappuzha,Cherthala,Beetroot,Other,FAQ,4600,4800,4700,11-May-24
3178,Alappuzha,Cherthala,Beetroot,Other,FAQ,4600,4800,4700,20-May-24
3179,Alappuzha,Cherthala,Beetroot,Other,FAQ,4600,4800,4700,21-Mar-24
3180,Alappuzha,Cherthala,Beetroot,Other,FAQ,4600,4800,4700,25-May-24
3181,Alappuzha,Cherthala,Beetroot,Other,FAQ,4600,4800,4700,26-Mar-24
3182,Alappuzha,Cherthala,Beetroot,Other,FAQ,4600,4800,4700,27-Mar-24
3183,Alappuzha,Cherthala,Beetroot,Other,FAQ,4800,5000,4900,01-May-24
3184,Alappuzha,Cherthala,Beetroot,Other,FAQ,4800,5000,4900,03-Jan-24
3185,Alappuzha,Cherthala,Beetroot,Other,FAQ,4800,5000,4900,04-Jan-24
3186,Alappuzha,Cherthala,Beetroot,Other,FAQ,4800,5000,4900,05-Apr-24
3187,Alappuzha,Cherthala,Beetroot,Other,FAQ,4800,5000,4900,06-Apr-24
3188,Alappuzha,Cherthala,Beetroot,Other,FAQ,4800,5000,4900,06-Jan-24
3189,Alappuzha,Cherthala,Beetroot,Other,FAQ,4800,5000,4900,08-Jan-24
3190,Alappuzha,Cherthala,Beetroot,Other,FAQ,4800,5000,4900,09-Jan-24
3191,Alappuzha,Cherthala,Beetroot,Other,FAQ,4800,5000,4900,09-May-24
3192,Alappuzha,Cherthala,Beetroot,Other,FAQ,4800,5000,4900,10-Apr-24
3193,Alappuzha,Cherthala,Beetroot,Other,FAQ,4800,5000,4900,10-Jan-24
3194,Alappuzha,Cherthala,Beetroot,Other,FAQ,4800,5000,4900,13-May-24
3195,Alappuzha,Cherthala,Beetroot,Other,FAQ,4800,5000,4900,15-May-24
3196,Alappuzha,Cherthala,Beetroot,Other,FAQ,4800,5000,4900,18-May-24
3197,Alappuzha,Cherthala,Beetroot,Other,FAQ,4800,5000,4900,19-Mar-24
3198,Alappuzha,Cherthala,Beetroot,Other,FAQ,4800,5000,4900,23-Apr-24
3199,Alappuzha,Cherthala,Beetroot,Other,FAQ,4800,5000,4900,25-Apr-24
3200,Alappuzha,Cherthala,Beetroot,Other,FAQ,4800,5000,4900,25-Mar-24
3201,Alappuzha,Cherthala,Beetroot,Other,FAQ,4800,5000,4900,26-Apr-24
3202,Alappuzha,Cherthala,Beetroot,Other,FAQ,4800,5000,4900,27-Apr-24
3203,Alappuzha,Cherthala,Beetroot,Other,FAQ,4800,5000,4900,30-Mar-24
3204,Alappuzha,Cherthala,Beetroot,Other,FAQ,4800,5000,4900,31-Mar-24
3205,Alappuzha,Cherthala,Beetroot,Other,FAQ,4900,5100,5000,07-Mar-24
3206,Alappuzha,Cherthala,Beetroot,Other,FAQ,4900,5100,5000,24-Apr-24
3207,Alappuzha,Cherthala,Beetroot,Other,FAQ,5000,5150,5100,11-Jul-23
3208,Alappuzha,Cherthala,Beetroot,Other,FAQ,5000,5200,5100,02-Jul-24
3209,Alappuzha,Cherthala,Beetroot,Other,FAQ,5000,5200,5100,02-May-24
3210,Alappuzha,Cherthala,Beetroot,Other,FAQ,5000,5200,5100,03-Jun-24
3211,Alappuzha,Cherthala,Beetroot,Other,FAQ,5000,5200,5100,03-Nov-23
3212,Alappuzha,Cherthala,Beetroot,Other,FAQ,5000,5200,5100,04-Jul-24
3213,Alappuzha,Cherthala,Beetroot,Other,FAQ,5000,5200,5100,04-May-24
3214,Alappuzha,Cherthala,Beetroot,Other,FAQ,5000,5200,5100,04-Nov-23
3215,Alappuzha,Cherthala,Beetroot,Other,FAQ,5000,5200,5100,05-Jul-24
3216,Alappuzha,Cherthala,Beetroot,Other,FAQ,5000,5200,5100,06-Jul-24
3217,Alappuzha,Cherthala,Beetroot,Other,FAQ,5000,5200,5100,06-May-24
3218,Alappuzha,Cherthala,Beetroot,Other,FAQ,5000,5200,5100,07-May-24
3219,Alappuzha,Cherthala,Beetroot,Other,FAQ,5000,5200,5100,08-Jul-24
3220,Alappuzha,Cherthala,Beetroot,Other,FAQ,5000,5200,5100,08-May-24
3221,Alappuzha,Cherthala,Beetroot,Other,FAQ,5000,5200,5100,08-Nov-23
3222,Alappuzha,Cherthala,Beetroot,Other,FAQ,5000,5200,5100,12-Apr-24
3223,Alappuzha,Cherthala,Beetroot,Other,FAQ,5000,5200,5100,12-Mar-24
3224,Alappuzha,Cherthala,Beetroot,Other,FAQ,5000,5200,5100,13-Nov-23
3225,Alappuzha,Cherthala,Beetroot,Other,FAQ,5000,5200,5100,16-Apr-24
3226,Alappuzha,Cherthala,Beetroot,Other,FAQ,5000,5200,5100,17-Apr-24
3227,Alappuzha,Cherthala,Beetroot,Other,FAQ,5000,5200,5100,18-Jun-24
3228,Alappuzha,Cherthala,Beetroot,Other,FAQ,5000,5200,5100,19-Apr-24
3229,Alappuzha,Cherthala,Beetroot,Other,FAQ,5000,5200,5100,19-Jul-23
3230,Alappuzha,Cherthala,Beetroot,Other,FAQ,5000,5200,5100,20-Apr-24
3231,Alappuzha,Cherthala,Beetroot,Other,FAQ,5000,5200,5100,23-Mar-24
3232,Alappuzha,Cherthala,Beetroot,Other,FAQ,5000,5200,5100,24-Jan-24
3233,Alappuzha,Cherthala,Beetroot,Other,FAQ,5000,5200,5100,29-Apr-24
3234,Alappuzha,Cherthala,Beetroot,Other,FAQ,5000,5300,5200,01-Jul-24
3235,Alappuzha,Cherthala,Beetroot,Other,FAQ,5200,5400,5300,13-Jul-23
3236,Alappuzha,Cherthala,Beetroot,Other,FAQ,5200,5400,5300,25-Jun-24
3237,Alappuzha,Cherthala,Beetroot,Other,FAQ,5200,5400,5300,27-Jan-24
3238,Alappuzha,Cherthala,Beetroot,Other,FAQ,5300,5500,5400,19-Jan-24
3239,Alappuzha,Cherthala,Beetroot,Other,FAQ,5300,5500,5400,24-Jun-24
3240,Alappuzha,Cherthala,Beetroot,Other,FAQ,5400,5600,5500,17-Jun-24
3241,Alappuzha,Cherthala,Beetroot,Other,FAQ,5500,5700,5600,03-Jul-24
3242,Alappuzha,Cherthala,Beetroot,Other,FAQ,5500,5700,5600,03-May-24
3243,Alappuzha,Cherthala,Beetroot,Other,FAQ,5500,5700,5600,05-Mar-24
3244,Alappuzha,Cherthala,Beetroot,Other,FAQ,5500,5700,5600,20-Jan-24
3245,Alappuzha,Cherthala,Beetroot,Other,FAQ,5500,5700,5600,23-Jan-24
3246,Alappuzha,Cherthala,Beetroot,Other,FAQ,5500,5700,5600,27-Feb-24
3247,Alappuzha,Cherthala,Beetroot,Other,FAQ,5500,5700,5600,28-Feb-24
3248,Alappuzha,Cherthala,Beetroot,Other,FAQ,5500,5700,5600,28-Jun-24
3249,Alappuzha,Cherthala,Beetroot,Other,FAQ,5500,5700,5600,29-Jun-24
3250,Alappuzha,Cherthala,Beetroot,Other,FAQ,5600,5800,5700,17-Jan-24
3251,Alappuzha,Cherthala,Beetroot,Other,FAQ,5600,5800,5700,18-Jan-24
3252,Alappuzha,Cherthala,Beetroot,Other,FAQ,5600,5800,5700,22-Jan-24
3253,Alappuzha,Cherthala,Beetroot,Other,FAQ,5800,6000,5900,11-Jan-24
3254,Alappuzha,Cherthala,Beetroot,Other,FAQ,5800,6000,5900,15-Jan-24
3255,Alappuzha,Cherthala,Beetroot,Other,FAQ,5800,6000,5900,16-Jan-24
3256,Alappuzha,Cherthala,Beetroot,Other,FAQ,5800,6000,5900,22-Feb-24
3257,Alappuzha,Cherthala,Beetroot,Other,FAQ,5800,6000,5900,24-Feb-24
3258,Alappuzha,Cherthala,Beetroot,Other,FAQ,5800,6000,5900,26-Feb-24
3259,Alappuzha,Cherthala,Beetroot,Other,FAQ,6000,6200,6100,09-Feb-24
3260,Alappuzha,Cherthala,Beetroot,Other,FAQ,6000,6200,6100,10-Feb-24
3261,Alappuzha,Cherthala,Beetroot,Other,FAQ,6000,6200,6100,12-Feb-24
3262,Alappuzha,Cherthala,Beetroot,Other,FAQ,6000,6200,6100,14-Feb-24
3263,Alappuzha,Cherthala,Beetroot,Other,FAQ,6000,6200,6100,16-Feb-24
3264,Alappuzha,Cherthala,Beetroot,Other,FAQ,6000,6200,6100,17-Feb-24
3265,Alappuzha,Cherthala,Beetroot,Other,FAQ,6000,6200,6100,19-Feb-24
3266,Alappuzha,Cherthala,Beetroot,Other,FAQ,6000,6200,6100,20-Feb-24
3267,Alappuzha,Cherthala,Beetroot,Other,FAQ,6000,6200,6100,21-Feb-24
3268,Alappuzha,Cherthala,Beetroot,Other,FAQ,6000,6200,6100,22-Jun-24
3269,Alappuzha,Cherthala,Beetroot,Other,FAQ,6000,6200,6100,26-Jun-24
3270,Alappuzha,Cherthala,Beetroot,Other,FAQ,6000,6200,6100,27-Jun-24
3271,Alappuzha,Cherthala,Beetroot,Other,FAQ,6500,6650,6600,01-Aug-23
3272,Alappuzha,Cherthala,Beetroot,Other,FAQ,6500,6700,6600,21-Jun-24
3273,Alappuzha,Cherthala,Beetroot,Other,FAQ,7000,7200,7100,15-Jun-24
3274,Ernakulam,Ernakulam,Beetroot,Beetroot,FAQ,3400,4000,3700,18-Mar-24
3275,Ernakulam,Ernakulam,Beetroot,Beetroot,FAQ,3900,4300,4300,22-Jul-23
3276,Ernakulam,Ernakulam,Beetroot,Beetroot,FAQ,4000,4500,4300,23-Jul-23
3277,Ernakulam,Ernakulam,Beetroot,Beetroot,FAQ,4000,4900,4500,12-Jan-24
3278,Ernakulam,Ernakulam,Beetroot,Beetroot,FAQ,4600,4800,4800,21-Jul-23
3279,Ernakulam,Ernakulam,Beetroot,Beetroot,FAQ,4600,5200,5000,18-Jul-23
3280,Ernakulam,Ernakulam,Beetroot,Beetroot,FAQ,4600,5200,5000,19-Jul-23
3281,Ernakulam,Ernakulam,Beetroot,Beetroot,FAQ,4600,5200,5000,20-Jul-23
3282,Ernakulam,Ernakulam,Beetroot,Beetroot,FAQ,4900,5200,5200,11-Sep-23
3283,Ernakulam,Ernakulam,Beetroot,Beetroot,FAQ,4900,5200,5200,12-Jul-23
3284,Ernakulam,Ernakulam,Beetroot,Beetroot,FAQ,4900,5200,5200,12-Sep-23
3285,Ernakulam,Ernakulam,Beetroot,Beetroot,FAQ,4900,5200,5200,26-Aug-23
3286,Ernakulam,Ernakulam,Beetroot,Beetroot,FAQ,4900,5300,5300,24-Jul-23
3287,Ernakulam,Ernakulam,Beetroot,Beetroot,FAQ,5000,5300,5300,25-Jul-23
3288,Ernakulam,Ernakulam,Beetroot,Beetroot,FAQ,5000,6500,5800,27-Jan-24
3289,Ernakulam,Ernakulam,Beetroot,Beetroot,FAQ,5200,5400,5400,10-Jul-23
3290,Ernakulam,Ernakulam,Beetroot,Beetroot,FAQ,5200,5400,5400,30-Jul-23
3291,Ernakulam,Ernakulam,Beetroot,Beetroot,FAQ,5200,5400,5400,31-Jul-23
3292,Ernakulam,Ernakulam,Beetroot,Beetroot,FAQ,5200,5500,5500,04-Sep-23
3293,Ernakulam,Ernakulam,Beetroot,Beetroot,FAQ,5200,5500,5500,13-Sep-23
3294,Ernakulam,Ernakulam,Beetroot,Beetroot,FAQ,5200,6800,6000,15-Jan-24
3295,Ernakulam,Ernakulam,Beetroot,Beetroot,FAQ,5400,5600,5600,02-Aug-23
3296,Ernakulam,Ernakulam,Beetroot,Beetroot,FAQ,5400,5800,5600,05-Aug-23
3297,Ernakulam,Ernakulam,Beetroot,Beetroot,FAQ,5500,7000,6600,01-Feb-24
3298,Ernakulam,Ernakulam,Beetroot,Beetroot,FAQ,5500,7400,6800,22-Jan-24
3299,Ernakulam,Ernakulam,Beetroot,Beetroot,FAQ,5600,5800,5800,03-Aug-23
3300,Ernakulam,Ernakulam,Beetroot,Beetroot,FAQ,5600,5800,5800,04-Aug-23
3301,Ernakulam,Ernakulam,Beetroot,Beetroot,FAQ,5600,5800,5800,09-Jul-23
3302,Ernakulam,Ernakulam,Beetroot,Beetroot,FAQ,5600,5800,5800,11-Jul-23
3303,Ernakulam,Ernakulam,Beetroot,Beetroot,FAQ,5600,6200,6000,08-Aug-23
3304,Ernakulam,Ernakulam,Beetroot,Beetroot,FAQ,5600,6200,6000,10-Aug-23
3305,Ernakulam,Ernakulam,Beetroot,Beetroot,FAQ,5700,5850,5800,10-Jan-24
3306,Ernakulam,Ernakulam,Beetroot,Beetroot,FAQ,5900,6200,6200,01-Sep-23
3307,Ernakulam,Ernakulam,Beetroot,Beetroot,FAQ,5900,6200,6200,02-Sep-23
3308,Ernakulam,Ernakulam,Beetroot,Beetroot,FAQ,5900,6200,6200,03-Sep-23
3309,Ernakulam,Ernakulam,Beetroot,Beetroot,FAQ,5900,6200,6200,25-Aug-23
3310,Ernakulam,Ernakulam,Beetroot,Beetroot,FAQ,6000,7000,6500,02-Feb-24
3311,Ernakulam,Ernakulam,Beetroot,Beetroot,FAQ,6000,7200,6800,09-Feb-24
3312,Ernakulam,Ernakulam,Beetroot,Beetroot,FAQ,6100,6300,6200,09-Jan-24
3313,Ernakulam,Ernakulam,Beetroot,Beetroot,FAQ,6200,6400,6400,09-Aug-23
3314,Ernakulam,Ernakulam,Beetroot,Beetroot,FAQ,6200,6400,6400,11-Aug-23
3315,Ernakulam,Ernakulam,Beetroot,Beetroot,FAQ,6500,7800,7000,19-Jan-24
3316,Kottayam,Ettumanoor,Beetroot,Other,FAQ,2200,2600,2400,10-Sep-23
3317,Kottayam,Ettumanoor,Beetroot,Other,FAQ,2200,2600,2400,13-Sep-23
3318,Kottayam,Ettumanoor,Beetroot,Other,FAQ,2300,2500,2400,07-Oct-23
3319,Kottayam,Ettumanoor,Beetroot,Other,FAQ,2300,2500,2400,25-Sep-23
3320,Kottayam,Ettumanoor,Beetroot,Other,FAQ,2300,2500,2400,29-Sep-23
3321,Kottayam,Ettumanoor,Beetroot,Other,FAQ,2400,2600,2500,22-Sep-23
3322,Kottayam,Ettumanoor,Beetroot,Other,FAQ,2400,2600,2500,26-Sep-23
3323,Kottayam,Ettumanoor,Beetroot,Other,FAQ,2400,2600,2500,28-Sep-23
3324,Kottayam,Ettumanoor,Beetroot,Other,FAQ,2400,2800,2600,30-Sep-23
3325,Kottayam,Ettumanoor,Beetroot,Other,FAQ,2500,2700,2600,05-Oct-23
3326,Kottayam,Ettumanoor,Beetroot,Other,FAQ,2500,2700,2600,13-Nov-23
3327,Kottayam,Ettumanoor,Beetroot,Other,FAQ,2500,2700,2600,14-Sep-23
3328,Kottayam,Ettumanoor,Beetroot,Other,FAQ,2500,2700,2600,24-Sep-23
3329,Kottayam,Ettumanoor,Beetroot,Other,FAQ,2600,2800,2700,07-Nov-23
3330,Kottayam,Ettumanoor,Beetroot,Other,FAQ,2600,2800,2700,08-Sep-23
3331,Kottayam,Ettumanoor,Beetroot,Other,FAQ,2600,2800,2700,10-Oct-23
3332,Kottayam,Ettumanoor,Beetroot,Other,FAQ,2600,2800,2700,11-Oct-23
3333,Kottayam,Ettumanoor,Beetroot,Other,FAQ,2600,2800,2700,23-Sep-23
3334,Kottayam,Ettumanoor,Beetroot,Other,FAQ,2600,2800,2700,27-Sep-23
3335,Kottayam,Ettumanoor,Beetroot,Other,FAQ,2600,3000,2800,09-Nov-23
3336,Kottayam,Ettumanoor,Beetroot,Other,FAQ,2700,2900,2800,06-Nov-23
3337,Kottayam,Ettumanoor,Beetroot,Other,FAQ,2700,2900,2800,07-Sep-23
3338,Kottayam,Ettumanoor,Beetroot,Other,FAQ,2700,2900,2800,12-Nov-23
3339,Kottayam,Ettumanoor,Beetroot,Other,FAQ,2700,2900,2800,12-Oct-23
3340,Kottayam,Ettumanoor,Beetroot,Other,FAQ,2700,2900,2800,19-Oct-23
3341,Kottayam,Ettumanoor,Beetroot,Other,FAQ,2700,2900,2800,20-Oct-23
3342,Kottayam,Ettumanoor,Beetroot,Other,FAQ,2700,2900,2800,23-Oct-23
3343,Kottayam,Ettumanoor,Beetroot,Other,FAQ,2700,2900,2800,30-Oct-23
3344,Kottayam,Ettumanoor,Beetroot,Other,FAQ,2800,3000,2900,10-Nov-23
3345,Kottayam,Ettumanoor,Beetroot,Other,FAQ,2800,3000,2900,21-Sep-23
3346,Kottayam,Ettumanoor,Beetroot,Other,FAQ,2800,3000,2900,31-Aug-23
3347,Kottayam,Ettumanoor,Beetroot,Other,FAQ,2800,3200,3000,04-Nov-23
3348,Kottayam,Ettumanoor,Beetroot,Other,FAQ,2800,3200,3000,04-Oct-23
3349,Kottayam,Ettumanoor,Beetroot,Other,FAQ,2800,3200,3000,05-Sep-23
3350,Kottayam,Ettumanoor,Beetroot,Other,FAQ,2800,3200,3000,14-Nov-23
3351,Kottayam,Ettumanoor,Beetroot,Other,FAQ,2800,3200,3000,23-Jul-23
3352,Kottayam,Ettumanoor,Beetroot,Other,FAQ,2800,3200,3000,27-Nov-23
3353,Kottayam,Ettumanoor,Beetroot,Other,FAQ,2800,3200,3000,31-Jul-23
3354,Kottayam,Ettumanoor,Beetroot,Other,FAQ,2800,3200,3000,31-Oct-23
3355,Kottayam,Ettumanoor,Beetroot,Other,FAQ,2900,3100,3000,24-Oct-23
3356,Kottayam,Ettumanoor,Beetroot,Other,FAQ,2900,3100,3000,25-Nov-23
3357,Kottayam,Ettumanoor,Beetroot,Other,FAQ,2900,3200,3000,26-Nov-23
3358,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3000,3200,3100,01-Nov-23
3359,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3000,3200,3100,03-Nov-23
3360,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3000,3200,3100,06-Oct-23
3361,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3000,3200,3100,11-Nov-23
3362,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3000,3200,3100,16-Oct-23
3363,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3000,3200,3100,17-Nov-23
3364,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3000,3200,3100,17-Oct-23
3365,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3000,3200,3100,21-Oct-23
3366,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3000,3200,3100,22-Oct-23
3367,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3000,3200,3100,25-Oct-23
3368,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3000,3400,3200,07-Apr-24
3369,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3000,3400,3200,22-Aug-23
3370,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3000,3400,3200,23-Aug-23
3371,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3000,3400,3200,25-Aug-23
3372,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3000,3400,3200,26-Aug-23
3373,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3000,3400,3200,27-Aug-23
3374,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3000,3400,3200,27-Jul-23
3375,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3000,3400,3200,28-Jul-23
3376,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3000,3400,3200,28-Nov-23
3377,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3000,3400,3200,29-Jul-23
3378,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3100,3300,3200,26-Oct-23
3379,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3100,3300,3200,27-Oct-23
3380,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3200,3400,3300,02-Nov-23
3381,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3200,3400,3300,08-Apr-24
3382,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3200,3400,3300,26-Jul-23
3383,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3200,3500,3400,16-Dec-23
3384,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3200,3500,3400,17-Dec-23
3385,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3200,3600,3400,01-Apr-24
3386,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3200,3600,3400,09-Mar-24
3387,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3200,3600,3400,14-Aug-23
3388,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3200,3600,3400,21-Nov-23
3389,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3200,3600,3400,22-Nov-23
3390,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3300,3500,3400,14-Dec-23
3391,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3300,3500,3400,15-Aug-23
3392,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3300,3500,3400,20-Mar-24
3393,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3300,3500,3400,20-Nov-23
3394,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3300,3500,3400,20-Sep-23
3395,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3300,3500,3400,28-Oct-23
3396,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3300,3500,3400,29-Oct-23
3397,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3300,3500,3400,30-Nov-23
3398,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3400,3600,3500,05-Mar-24
3399,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3400,3600,3500,15-Dec-23
3400,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3400,3600,3500,16-Mar-24
3401,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3400,3600,3500,17-Mar-24
3402,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3400,3600,3500,25-Jul-23
3403,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3400,3600,3500,28-Aug-23
3404,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3400,3700,3600,06-Mar-24
3405,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3400,3800,3600,01-Jun-24
3406,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3400,3800,3600,05-Jun-24
3407,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3400,3800,3600,09-Apr-24
3408,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3400,3800,3600,11-Jul-23
3409,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3400,3800,3600,12-Aug-23
3410,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3400,3800,3600,16-Aug-23
3411,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3500,3700,3600,11-Mar-24
3412,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3500,3700,3600,12-Mar-24
3413,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3500,3700,3600,19-Mar-24
3414,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3500,3700,3600,23-Nov-23
3415,Kottayam,Ettumanoor,Beetroot,Other,FAQ,3500,3700,3600,26-Dec-23
